"","department_id","number_of_orders","number_of_first_orders","percentage"
"46434",19,16,0,0
"46435",19,27,0,0
"46436",19,849,0,0
"46437",19,311,0,0
"46438",19,5417,0,0
"46439",19,24,0,0
"46440",19,26,0,0
"46441",19,11798,0,0
"46442",19,744,0,0
"46443",19,27,0,0
"46444",19,4,0,0
"46445",19,134,0,0
"46446",19,126,0,0
"46447",19,411,0,0
"46448",19,482,0,0
"46449",19,70,0,0
"46450",19,19,0,0
"46451",19,624,0,0
"46452",19,17,0,0
"46453",19,21,0,0
"46454",19,26,0,0
"46455",19,20,0,0
"46456",19,88,0,0
"46457",19,1258,0,0
"46458",19,130,0,0
"46459",19,182,0,0
"46460",19,32,0,0
"46461",19,33,0,0
"46462",19,57,0,0
"46463",19,399,0,0
"46464",19,69,0,0
"46465",19,208,0,0
"46466",19,500,0,0
"46467",19,6,0,0
"46468",19,184,0,0
"46469",19,91,0,0
"46470",19,20,0,0
"46471",19,14,0,0
"46472",19,88,0,0
"46473",19,80,0,0
"46474",19,7,0,0
"46475",19,173,0,0
"46476",19,2272,0,0
"46477",19,29,0,0
"46478",19,17,0,0
"46479",19,890,0,0
"46480",19,182,0,0
"46481",19,23,0,0
"46482",19,108,0,0
"46483",19,443,0,0
"46484",19,201,0,0
"46485",19,672,0,0
"46486",19,12,0,0
"46487",19,9,0,0
"46488",19,65,0,0
"46489",19,48,0,0
"46490",19,1551,0,0
"46491",19,4,0,0
"46492",19,108,0,0
"46493",19,26,0,0
"46494",19,2676,0,0
"46495",19,2231,0,0
"46496",19,188,0,0
"46497",19,17,0,0
"46498",19,426,0,0
"46499",19,8,0,0
"46500",19,1,0,0
"46501",19,105,0,0
"46502",19,113,0,0
"46503",19,127,0,0
"46504",19,4316,0,0
"46505",19,120,0,0
"46506",19,15,0,0
"46507",19,930,0,0
"46508",19,31,0,0
"46509",19,57,0,0
"46510",19,12,0,0
"46511",19,211,0,0
"46512",19,37,0,0
"46513",19,308,0,0
"46514",19,1207,0,0
"46515",19,28,0,0
"46516",19,455,0,0
"46517",19,398,0,0
"46518",19,14,0,0
"46519",19,8,0,0
"46520",19,255,0,0
"46521",19,93,0,0
"46522",19,789,0,0
"46523",19,75,0,0
"46524",19,2300,0,0
"46525",19,8,0,0
"46526",19,657,0,0
"46527",19,1450,0,0
"46528",19,34,0,0
"46529",19,2006,0,0
"46530",19,28,0,0
"46531",19,367,0,0
"46532",19,8,0,0
"46533",19,320,0,0
"46534",19,152,0,0
"46535",19,79,0,0
"46536",19,1193,0,0
"46537",19,3933,0,0
"46538",19,1,0,0
"46539",19,14,0,0
"46540",19,53,0,0
"46541",19,108,0,0
"46542",19,42,0,0
"46543",19,9,0,0
"46544",19,1009,0,0
"46545",19,70,0,0
"46546",19,365,0,0
"46547",19,45,0,0
"46548",19,4655,0,0
"46549",19,4618,0,0
"46550",19,3104,0,0
"46551",19,1550,0,0
"46552",19,38,0,0
"46553",19,392,0,0
"46554",19,2,0,0
"46555",19,6,0,0
"46556",19,114,0,0
"46557",19,81,0,0
"46558",19,5,0,0
"46559",19,63,0,0
"46560",19,95,0,0
"46561",19,3890,0,0
"46562",19,211,0,0
"46563",19,12,0,0
"46564",19,44,0,0
"46565",19,266,0,0
"46566",19,564,0,0
"46567",19,6,0,0
"46568",19,5,0,0
"46569",19,87,0,0
"46570",19,57,0,0
"46571",19,4370,0,0
"46572",19,17,0,0
"46573",19,74,0,0
"46574",19,315,0,0
"46575",19,236,0,0
"46576",19,718,0,0
"46577",19,18,0,0
"46578",19,40,0,0
"46579",19,159,0,0
"46580",19,45,0,0
"46581",19,1018,0,0
"46582",19,162,0,0
"46583",19,34,0,0
"46584",19,743,0,0
"46585",19,1586,0,0
"46586",19,82,0,0
"46587",19,204,0,0
"46588",19,66,0,0
"46589",19,9,0,0
"46590",19,20,0,0
"46591",19,10,0,0
"46592",19,216,0,0
"46593",19,23,0,0
"46594",19,87,0,0
"46595",19,27,0,0
"46596",19,9,0,0
"46597",19,5709,0,0
"46598",19,226,0,0
"46599",19,384,0,0
"46600",19,69,0,0
"46601",19,36,0,0
"46602",19,8,0,0
"46603",19,16,0,0
"46604",19,335,0,0
"46605",19,110,0,0
"46606",19,4,0,0
"46607",19,11,0,0
"46608",19,733,0,0
"46609",19,4,0,0
"46610",19,8,0,0
"46611",19,13,0,0
"46612",19,896,0,0
"46613",19,21,0,0
"46614",19,36,0,0
"46615",19,15,0,0
"46616",19,13,0,0
"46617",19,52,0,0
"46618",19,56,0,0
"46619",19,799,0,0
"46620",19,685,0,0
"46621",19,9,0,0
"46622",19,27,0,0
"46623",19,6438,0,0
"46624",19,6829,0,0
"46625",19,1939,0,0
"46626",19,3744,0,0
"46627",19,90,0,0
"46628",19,29,0,0
"46629",19,40,0,0
"46630",19,57,0,0
"46631",19,216,0,0
"46632",19,745,0,0
"46633",19,121,0,0
"46634",19,62,0,0
"46635",19,54,0,0
"46636",19,56,0,0
"46637",19,23,0,0
"46638",19,1269,0,0
"46639",19,43,0,0
"46640",19,6,0,0
"46641",19,7559,0,0
"46642",19,1570,0,0
"46643",19,251,0,0
"46644",19,822,0,0
"46645",19,319,0,0
"46646",19,941,0,0
"46647",19,3384,0,0
"46648",19,11,0,0
"46649",19,5,0,0
"46650",19,11,0,0
"46651",19,119,0,0
"46652",19,193,0,0
"46653",19,1296,0,0
"46654",19,1082,0,0
"46655",19,7,0,0
"46656",19,50,0,0
"46657",19,662,0,0
"46658",19,11,0,0
"46659",19,566,0,0
"46660",19,25,0,0
"46661",19,15,0,0
"46662",19,84,0,0
"46663",19,168,0,0
"46664",19,12,0,0
"46665",19,56,0,0
"46666",19,115,0,0
"46667",19,31,0,0
"46668",19,15,0,0
"46669",19,944,0,0
"46670",19,11,0,0
"46671",19,4,0,0
"46672",19,100,0,0
"46673",19,282,0,0
"46674",19,86,0,0
"46675",19,29,0,0
"46676",19,608,0,0
"46677",19,319,0,0
"46678",19,4,0,0
"46679",19,693,0,0
"46680",19,15,0,0
"46681",19,13,0,0
"46682",19,1035,0,0
"46683",19,1648,0,0
"46684",19,7,0,0
"46685",19,303,0,0
"46686",19,21,0,0
"46687",19,52,0,0
"46688",19,5,0,0
"46689",19,235,0,0
"46690",19,16,0,0
"46691",19,4188,0,0
"46692",19,342,0,0
"46693",19,53,0,0
"46694",19,65,0,0
"46695",19,2,0,0
"46696",19,11264,0,0
"46697",19,23,0,0
"46698",19,1966,0,0
"46699",19,16,0,0
"46700",19,138,0,0
"46701",19,79,0,0
"46702",19,20,0,0
"46703",19,244,0,0
"46704",19,1160,0,0
"46705",19,10,0,0
"46706",19,77,0,0
"46707",19,58,0,0
"46708",19,63,0,0
"46709",19,663,0,0
"46710",19,7340,0,0
"46711",19,83,0,0
"46712",19,98,0,0
"46713",19,5,0,0
"46714",19,43,0,0
"46715",19,252,0,0
"46716",19,5,0,0
"46717",19,126,0,0
"46718",19,74,0,0
"46719",19,3,0,0
"46720",19,38,0,0
"46721",19,548,0,0
"46722",19,256,0,0
"46723",19,902,0,0
"46724",19,4,0,0
"46725",19,1802,0,0
"46726",19,50,0,0
"46727",19,194,0,0
"46728",19,224,0,0
"46729",19,22,0,0
"46730",19,39,0,0
"46731",19,11,0,0
"46732",19,20,0,0
"46733",19,449,0,0
"46734",19,87,0,0
"46735",19,715,0,0
"46736",19,162,0,0
"46737",19,275,0,0
"46738",19,33,0,0
"46739",19,1649,0,0
"46740",19,24,0,0
"46741",19,16,0,0
"46742",19,842,0,0
"46743",19,46,0,0
"46744",19,1263,0,0
"46745",19,22,0,0
"46746",19,34,0,0
"46747",19,206,0,0
"46748",19,180,0,0
"46749",19,7,0,0
"46750",19,588,0,0
"46751",19,17,0,0
"46752",19,21,0,0
"46753",19,1690,0,0
"46754",19,19,0,0
"46755",19,9,0,0
"46756",19,265,0,0
"46757",19,123,0,0
"46758",19,85,0,0
"46759",19,17,0,0
"46760",19,73,0,0
"46761",19,248,0,0
"46762",19,15,0,0
"46763",19,628,0,0
"46764",19,25,0,0
"46765",19,100,0,0
"46766",19,23,0,0
"46767",19,28,0,0
"46768",19,17,0,0
"46769",19,335,0,0
"46770",19,125,0,0
"46771",19,91,0,0
"46772",19,1154,0,0
"46773",19,15,0,0
"46774",19,251,0,0
"46775",19,467,0,0
"46776",19,36,0,0
"46777",19,110,0,0
"46778",19,153,0,0
"46779",19,6,0,0
"46780",19,141,0,0
"46781",19,1051,0,0
"46782",19,46,0,0
"46783",19,15,0,0
"46784",19,24,0,0
"46785",19,4,0,0
"46786",19,40,0,0
"46787",19,395,0,0
"46788",19,20,0,0
"46789",19,99,0,0
"46790",19,37,0,0
"46791",19,67,0,0
"46792",19,56,0,0
"46793",19,307,0,0
"46794",19,43,0,0
"46795",19,256,0,0
"46796",19,12,0,0
"46797",19,147,0,0
"46798",19,8,0,0
"46799",19,6243,0,0
"46800",19,226,0,0
"46801",19,396,0,0
"46802",19,121,0,0
"46803",19,19,0,0
"46804",19,55,0,0
"46805",19,40,0,0
"46806",19,9,0,0
"46807",19,125,0,0
"46808",19,4,0,0
"46809",19,10,0,0
"46810",19,198,0,0
"46811",19,29,0,0
"46812",19,326,0,0
"46813",19,23,0,0
"46814",19,56,0,0
"46815",19,3735,0,0
"46816",19,519,0,0
"46817",19,39,0,0
"46818",19,998,0,0
"46819",19,343,0,0
"46820",19,47,0,0
"46821",19,32,0,0
"46822",19,21,0,0
"46823",19,775,0,0
"46824",19,68,0,0
"46825",19,969,0,0
"46826",19,2,0,0
"46827",19,233,0,0
"46828",19,58,0,0
"46829",19,2181,0,0
"46830",19,1871,0,0
"46831",19,119,0,0
"46832",19,1318,0,0
"46833",19,3,0,0
"46834",19,7,0,0
"46835",19,90,0,0
"46836",19,93,0,0
"46837",19,696,0,0
"46838",19,76,0,0
"46839",19,20,0,0
"46840",19,411,0,0
"46841",19,178,0,0
"46842",19,174,0,0
"46843",19,4604,0,0
"46844",19,13,0,0
"46845",19,242,0,0
"46846",19,196,0,0
"46847",19,642,0,0
"46848",19,26,0,0
"46849",19,708,0,0
"46850",19,24,0,0
"46851",19,16,0,0
"46852",19,1525,0,0
"46853",19,331,0,0
"46854",19,12,0,0
"46855",19,68,0,0
"46856",19,13,0,0
"46857",19,476,0,0
"46858",19,6,0,0
"46859",19,827,0,0
"46860",19,7,0,0
"46861",19,7,0,0
"46862",19,6515,0,0
"46863",19,813,0,0
"46864",19,5,0,0
"46865",19,5,0,0
"46866",19,69,0,0
"46867",19,17,0,0
"46868",19,154,0,0
"46869",19,18,0,0
"46870",19,31,0,0
"46871",19,227,0,0
"46872",19,148,0,0
"46873",19,26,0,0
"46874",19,238,0,0
"46875",19,254,0,0
"46876",19,63,0,0
"46877",19,71,0,0
"46878",19,101,0,0
"46879",19,573,0,0
"46880",19,104,0,0
"46881",19,129,0,0
"46882",19,2602,0,0
"46883",19,58,0,0
"46884",19,46,0,0
"46885",19,3999,0,0
"46886",19,129,0,0
"46887",19,248,0,0
"46888",19,100,0,0
"46889",19,49,0,0
"46890",19,22,0,0
"46891",19,23,0,0
"46892",19,418,0,0
"46893",19,2377,0,0
"46894",19,32,0,0
"46895",19,4,0,0
"46896",19,420,0,0
"46897",19,10,0,0
"46898",19,525,0,0
"46899",19,522,0,0
"46900",19,53,0,0
"46901",19,4496,0,0
"46902",19,3012,0,0
"46903",19,292,0,0
"46904",19,5,0,0
"46905",19,304,0,0
"46906",19,51,0,0
"46907",19,61,0,0
"46908",19,43,0,0
"46909",19,90,0,0
"46910",19,2130,0,0
"46911",19,3,0,0
"46912",19,20,0,0
"46913",19,48,0,0
"46914",19,5,0,0
"46915",19,206,0,0
"46916",19,4,0,0
"46917",19,24,0,0
"46918",19,593,0,0
"46919",19,19,0,0
"46920",19,272,0,0
"46921",19,204,0,0
"46922",19,76,0,0
"46923",19,966,0,0
"46924",19,10,0,0
"46925",19,125,0,0
"46926",19,217,0,0
"46927",19,7,0,0
"46928",19,3233,0,0
"46929",19,8,0,0
"46930",19,1168,0,0
"46931",19,78,0,0
"46932",19,87,0,0
"46933",19,268,0,0
"46934",19,83,0,0
"46935",19,31,0,0
"46936",19,57,0,0
"46937",19,8,0,0
"46938",19,3,0,0
"46939",19,189,0,0
"46940",19,33,0,0
"46941",19,1,0,0
"46942",19,6,0,0
"46943",19,8,0,0
"46944",19,95,0,0
"46945",19,209,0,0
"46946",19,124,0,0
"46947",19,239,0,0
"46948",19,99,0,0
"46949",19,16,0,0
"46950",19,259,0,0
"46951",19,142,0,0
"46952",19,18,0,0
"46953",19,29,0,0
"46954",19,26,0,0
"46955",19,43,0,0
"46956",19,285,0,0
"46957",19,39,0,0
"46958",19,199,0,0
"46959",19,116,0,0
"46960",19,6814,0,0
"46961",19,2553,0,0
"46962",19,31,0,0
"46963",19,21,0,0
"46964",19,45,0,0
"46965",19,73,0,0
"46966",19,108,0,0
"46967",19,25,0,0
"46968",19,56,0,0
"46969",19,14,0,0
"46970",19,190,0,0
"46971",19,43,0,0
"46972",19,964,0,0
"46973",19,32,0,0
"46974",19,62,0,0
"46975",19,4,0,0
"46976",19,5,0,0
"46977",19,60,0,0
"46978",19,14,0,0
"46979",19,228,0,0
"46980",19,288,0,0
"46981",19,1164,0,0
"46982",19,34,0,0
"46983",19,68,0,0
"46984",19,43,0,0
"46985",19,124,0,0
"46986",19,75,0,0
"46987",19,29,0,0
"46988",19,40,0,0
"46989",19,41,0,0
"46990",19,78,0,0
"46991",19,58,0,0
"46992",19,61,0,0
"46993",19,57,0,0
"46994",19,779,0,0
"46995",19,310,0,0
"46996",19,78,0,0
"46997",19,1449,0,0
"46998",19,114,0,0
"46999",19,209,0,0
"47000",19,56,0,0
"47001",19,104,0,0
"47002",19,59,0,0
"47003",19,23,0,0
"47004",19,222,0,0
"47005",19,616,0,0
"47006",19,228,0,0
"47007",19,485,0,0
"47008",19,56,0,0
"47009",19,4,0,0
"47010",19,94,0,0
"47011",19,11,0,0
"47012",19,51,0,0
"47013",19,294,0,0
"47014",19,4,0,0
"47015",19,24,0,0
"47016",19,11,0,0
"47017",19,8,0,0
"47018",19,11,0,0
"47019",19,17,0,0
"47020",19,1487,0,0
"47021",19,14,0,0
"47022",19,3,0,0
"47023",19,141,0,0
"47024",19,9,0,0
"47025",19,88,0,0
"47026",19,33,0,0
"47027",19,2970,0,0
"47028",19,6,0,0
"47029",19,877,0,0
"47030",19,18,0,0
"47031",19,32,0,0
"47032",19,64,0,0
"47033",19,6,0,0
"47034",19,62,0,0
"47035",19,31,0,0
"47036",19,52,0,0
"47037",19,265,0,0
"47038",19,11,0,0
"47039",19,151,0,0
"47040",19,73,0,0
"47041",19,8,0,0
"47042",19,76,0,0
"47043",19,8,0,0
"47044",19,34,0,0
"47045",19,22,0,0
"47046",19,242,0,0
"47047",19,1705,0,0
"47048",19,11,0,0
"47049",19,16,0,0
"47050",19,75,0,0
"47051",19,62,0,0
"47052",19,26,0,0
"47053",19,227,0,0
"47054",19,624,0,0
"47055",19,16,0,0
"47056",19,14,0,0
"47057",19,430,0,0
"47058",19,25,0,0
"47059",19,405,0,0
"47060",19,9,0,0
"47061",19,159,0,0
"47062",19,4,0,0
"47063",19,46,0,0
"47064",19,141,0,0
"47065",19,116,0,0
"47066",19,15,0,0
"47067",19,54,0,0
"47068",19,14,0,0
"47069",19,31,0,0
"47070",19,744,0,0
"47071",19,8,0,0
"47072",19,209,0,0
"47073",19,92,0,0
"47074",19,501,0,0
"47075",19,12,0,0
"47076",19,309,0,0
"47077",19,11,0,0
"47078",19,5,0,0
"47079",19,8,0,0
"47080",19,261,0,0
"47081",19,232,0,0
"47082",19,16,0,0
"47083",19,1455,0,0
"47084",19,175,0,0
"47085",19,472,0,0
"47086",19,7,0,0
"47087",19,49,0,0
"47088",19,499,0,0
"47089",19,50,0,0
"47090",19,33,0,0
"47091",19,328,0,0
"47092",19,29,0,0
"47093",19,4,0,0
"47094",19,445,0,0
"47095",19,77,0,0
"47096",19,49,0,0
"47097",19,135,0,0
"47098",19,151,0,0
"47099",19,12,0,0
"47100",19,236,0,0
"47101",19,157,0,0
"47102",19,176,0,0
"47103",19,36,0,0
"47104",19,26,0,0
"47105",19,106,0,0
"47106",19,5,0,0
"47107",19,65,0,0
"47108",19,132,0,0
"47109",20,2308,66,0.03
"47110",20,27,31,1.15
"47111",20,180,120,0.67
"47112",20,4,21,5.25
"47113",20,51,31,0.61
"47114",20,294,6,0.02
"47115",20,14,12,0.86
"47116",20,181,6,0.03
"47117",20,181,65,0.36
"47118",20,225,15,0.07
"47119",20,43,43,1
"47120",20,80,40,0.5
"47121",20,3107,13,0
"47122",20,220,20,0.09
"47123",20,186,12,0.06
"47124",20,16,172,10.75
"47125",20,404,128,0.32
"47126",20,50,237,4.74
"47127",20,561,58,0.1
"47128",20,1284,5,0
"47129",20,2147,13,0.01
"47130",20,126,8,0.06
"47131",20,836,8,0.01
"47132",20,7,10,1.43
"47133",20,69,14,0.2
"47134",20,43,13,0.3
"47135",20,54,83,1.54
"47136",20,621,8,0.01
"47137",20,29,3,0.1
"47138",20,24,11,0.46
"47139",20,123,2,0.02
"47140",20,4,37,9.25
"47141",20,475,7,0.01
"47142",20,551,12,0.02
"47143",20,1048,14,0.01
"47144",20,49,53,1.08
"47145",20,644,9,0.01
"47146",20,69,46,0.67
"47147",20,2567,7,0
"47148",20,75,6,0.08
"47149",20,448,18,0.04
"47150",20,35,8,0.23
"47151",20,44,14,0.32
"47152",20,177,125,0.71
"47153",20,958,7,0.01
"47154",20,57,220,3.86
"47155",20,225,9,0.04
"47156",20,101,9,0.09
"47157",20,8,8,1
"47158",20,209,52,0.25
"47159",20,45,43,0.96
"47160",20,67,30,0.45
"47161",20,1204,81,0.07
"47162",20,204,9,0.04
"47163",20,27,9,0.33
"47164",20,125,32,0.26
"47165",20,7,55,7.86
"47166",20,10,10,1
"47167",20,22,13,0.59
"47168",20,38,4,0.11
"47169",20,12,3,0.25
"47170",20,109,6,0.06
"47171",20,457,55,0.12
"47172",20,20,5,0.25
"47173",20,670,31,0.05
"47174",20,11,34,3.09
"47175",20,12,12,1
"47176",20,171,54,0.32
"47177",20,3688,82,0.02
"47178",20,542,44,0.08
"47179",20,1191,19,0.02
"47180",20,9,6,0.67
"47181",20,424,18,0.04
"47182",20,695,3,0
"47183",20,77,3,0.04
"47184",20,10,27,2.7
"47185",20,93,138,1.48
"47186",20,49,4,0.08
"47187",20,2,9,4.5
"47188",20,20,6,0.3
"47189",20,13340,3,0
"47190",20,381,55,0.14
"47191",20,31,5,0.16
"47192",20,72,27,0.38
"47193",20,21,12,0.57
"47194",20,4,12,3
"47195",20,298,40,0.13
"47196",20,33,6,0.18
"47197",20,51,5,0.1
"47198",20,173,31,0.18
"47199",20,685,8,0.01
"47200",20,231,1,0
"47201",20,4,6,1.5
"47202",20,38,7,0.18
"47203",20,332,26,0.08
"47204",20,985,7,0.01
"47205",20,47,65,1.38
"47206",20,8,61,7.62
"47207",20,224,11,0.05
"47208",20,38,8,0.21
"47209",20,8,81,10.12
"47210",20,18,6,0.33
"47211",20,197,99,0.5
"47212",20,328,5,0.02
"47213",20,3,5,1.67
"47214",20,5,35,7
"47215",20,672,13,0.02
"47216",20,3901,93,0.02
"47217",20,9,38,4.22
"47218",20,270,77,0.29
"47219",20,156,118,0.76
"47220",20,36,26,0.72
"47221",20,8,12,1.5
"47222",20,1264,4,0
"47223",20,24,33,1.38
"47224",20,66,15,0.23
"47225",20,1869,127,0.07
"47226",20,6,13,2.17
"47227",20,14,29,2.07
"47228",20,239,6,0.03
"47229",20,28,54,1.93
"47230",20,612,17,0.03
"47231",20,5,83,16.6
"47232",20,1,3,3
"47233",20,50,16,0.32
"47234",20,109,24,0.22
"47235",20,13,381,29.31
"47236",20,43,45,1.05
"47237",20,814,12,0.01
"47238",20,4126,70,0.02
"47239",20,575,15,0.03
"47240",20,7,4,0.57
"47241",20,232,10,0.04
"47242",20,9,14,1.56
"47243",20,144,8,0.06
"47244",20,11,23,2.09
"47245",20,596,85,0.14
"47246",20,164,9,0.05
"47247",20,6141,20,0
"47248",20,17,5,0.29
"47249",20,24,82,3.42
"47250",20,153,4,0.03
"47251",20,666,37,0.06
"47252",20,27,38,1.41
"47253",20,7,90,12.86
"47254",20,546,41,0.08
"47255",20,525,5,0.01
"47256",20,1363,35,0.03
"47257",20,167,6,0.04
"47258",20,123,5,0.04
"47259",20,5135,10,0
"47260",20,11079,6,0
"47261",20,364,9,0.02
"47262",20,191,5,0.03
"47263",20,2428,17,0.01
"47264",20,44,80,1.82
"47265",20,114,15,0.13
"47266",20,990,13,0.01
"47267",20,9,28,3.11
"47268",20,128,5,0.04
"47269",20,122,18,0.15
"47270",20,3720,187,0.05
"47271",20,445,5,0.01
"47272",20,900,4,0
"47273",20,416,18,0.04
"47274",20,282,60,0.21
"47275",20,3373,115,0.03
"47276",20,5,5,1
"47277",20,847,7,0.01
"47278",20,81,13,0.16
"47279",20,26,74,2.85
"47280",20,91,34,0.37
"47281",20,320,30,0.09
"47282",20,68,15,0.22
"47283",20,145,13,0.09
"47284",20,208,11,0.05
"47285",20,10,101,10.1
"47286",20,29,23,0.79
"47287",20,12,27,2.25
"47288",20,85,5,0.06
"47289",20,173,78,0.45
"47290",20,10,11,1.1
"47291",20,11,41,3.73
"47292",20,23,108,4.7
"47293",20,41,4,0.1
"47294",20,278,4,0.01
"47295",20,1707,17,0.01
"47296",20,48,28,0.58
"47297",20,24,1,0.04
"47298",20,17,199,11.71
"47299",20,30,8,0.27
"47300",20,63,16,0.25
"47301",20,427,44,0.1
"47302",20,12,5,0.42
"47303",20,433,7,0.02
"47304",20,130,10,0.08
"47305",20,3783,48,0.01
"47306",20,807,7,0.01
"47307",20,23,11,0.48
"47308",20,11,3,0.27
"47309",20,8179,7,0
"47310",20,175,13,0.07
"47311",20,357,3,0.01
"47312",20,1353,10,0.01
"47313",20,4093,32,0.01
"47314",20,4378,1,0
"47315",20,68,9,0.13
"47316",20,739,47,0.06
"47317",20,890,103,0.12
"47318",20,117,32,0.27
"47319",20,62,3,0.05
"47320",20,69,24,0.35
"47321",20,101,122,1.21
"47322",20,6639,7,0
"47323",20,955,22,0.02
"47324",20,699,18,0.03
"47325",20,184,22,0.12
"47326",20,22,9,0.41
"47327",20,285,317,1.11
"47328",20,8170,13,0
"47329",20,824,62,0.08
"47330",20,101,3,0.03
"47331",20,13,12,0.92
"47332",20,20,38,1.9
"47333",20,46,12,0.26
"47334",20,789,15,0.02
"47335",20,1235,17,0.01
"47336",20,1256,8,0.01
"47337",20,41,10,0.24
"47338",20,56,14,0.25
"47339",20,460,4,0.01
"47340",20,237,10,0.04
"47341",20,546,7,0.01
"47342",20,220,18,0.08
"47343",20,446,5,0.01
"47344",20,34,79,2.32
"47345",20,44,2,0.05
"47346",20,33,56,1.7
"47347",20,407,28,0.07
"47348",20,66,31,0.47
"47349",20,125,6,0.05
"47350",20,575,83,0.14
"47351",20,628,7,0.01
"47352",20,1512,4,0
"47353",20,21,15,0.71
"47354",20,12,7,0.58
"47355",20,1068,36,0.03
"47356",20,2286,3,0
"47357",20,362,33,0.09
"47358",20,49,32,0.65
"47359",20,3100,5,0
"47360",20,274,10,0.04
"47361",20,52,9,0.17
"47362",20,130,17,0.13
"47363",20,36,17,0.47
"47364",20,25,5,0.2
"47365",20,129,22,0.17
"47366",20,1540,9,0.01
"47367",20,5,7,1.4
"47368",20,24,93,3.88
"47369",20,24,3,0.12
"47370",20,44,9,0.2
"47371",20,1804,21,0.01
"47372",20,5504,70,0.01
"47373",20,38,19,0.5
"47374",20,68,102,1.5
"47375",20,1912,24,0.01
"47376",20,863,10,0.01
"47377",20,1071,42,0.04
"47378",20,194,27,0.14
"47379",20,225,12,0.05
"47380",20,1367,3,0
"47381",20,90,9,0.1
"47382",20,7,52,7.43
"47383",20,5797,7,0
"47384",20,33,24,0.73
"47385",20,8,18,2.25
"47386",20,1146,44,0.04
"47387",20,1549,219,0.14
"47388",20,74,13,0.18
"47389",20,59,256,4.34
"47390",20,26,74,2.85
"47391",20,134,5,0.04
"47392",20,1215,9,0.01
"47393",20,53,8,0.15
"47394",20,240,11,0.05
"47395",20,10,12,1.2
"47396",20,1323,18,0.01
"47397",20,7,84,12
"47398",20,12,757,63.08
"47399",20,60,3,0.05
"47400",20,114,37,0.32
"47401",20,108,4,0.04
"47402",20,1122,28,0.02
"47403",20,1504,30,0.02
"47404",20,14,3,0.21
"47405",20,4,3,0.75
"47406",20,10,119,11.9
"47407",20,442,12,0.03
"47408",20,99,20,0.2
"47409",20,52,23,0.44
"47410",20,9,15,1.67
"47411",20,682,11,0.02
"47412",20,2755,9,0
"47413",20,204,109,0.53
"47414",20,249,100,0.4
"47415",20,2226,9,0
"47416",20,7,5,0.71
"47417",20,130,8,0.06
"47418",20,58,12,0.21
"47419",20,422,38,0.09
"47420",20,95,12,0.13
"47421",20,15,386,25.73
"47422",20,6,11,1.83
"47423",20,30,17,0.57
"47424",20,981,7,0.01
"47425",20,12,7,0.58
"47426",20,562,5,0.01
"47427",20,51,23,0.45
"47428",20,3366,6,0
"47429",20,12,41,3.42
"47430",20,1554,7,0
"47431",20,7,6,0.86
"47432",20,204,12,0.06
"47433",20,1249,26,0.02
"47434",20,1006,286,0.28
"47435",20,18,77,4.28
"47436",20,82,6,0.07
"47437",20,14,14,1
"47438",20,60,26,0.43
"47439",20,119,16,0.13
"47440",20,463,17,0.04
"47441",20,231,6,0.03
"47442",20,30,3,0.1
"47443",20,817,111,0.14
"47444",20,123,35,0.28
"47445",20,1288,22,0.02
"47446",20,5,17,3.4
"47447",20,505,124,0.25
"47448",20,21,11,0.52
"47449",20,1293,7,0.01
"47450",20,805,7,0.01
"47451",20,175,7,0.04
"47452",20,62,61,0.98
"47453",20,1358,77,0.06
"47454",20,37,119,3.22
"47455",20,89,7,0.08
"47456",20,94,6,0.06
"47457",20,109,481,4.41
"47458",20,2062,25,0.01
"47459",20,1187,15,0.01
"47460",20,1041,28,0.03
"47461",20,150,18,0.12
"47462",20,16439,14,0
"47463",20,113,68,0.6
"47464",20,20,4,0.2
"47465",20,31,17,0.55
"47466",20,13,5,0.38
"47467",20,12,38,3.17
"47468",20,279,130,0.47
"47469",20,1753,16,0.01
"47470",20,137,3,0.02
"47471",20,242,24,0.1
"47472",20,92,15,0.16
"47473",20,814,6,0.01
"47474",20,186,8,0.04
"47475",20,843,21,0.02
"47476",20,19,14,0.74
"47477",20,624,30,0.05
"47478",20,6,14,2.33
"47479",20,133,129,0.97
"47480",20,24,15,0.62
"47481",20,31,77,2.48
"47482",20,4109,3,0
"47483",20,139,8,0.06
"47484",20,235,23,0.1
"47485",20,694,35,0.05
"47486",20,204,26,0.13
"47487",20,34,20,0.59
"47488",20,633,79,0.12
"47489",20,59,30,0.51
"47490",20,38,174,4.58
"47491",20,56,4,0.07
"47492",20,18,22,1.22
"47493",20,51,35,0.69
"47494",20,26,17,0.65
"47495",20,116,39,0.34
"47496",20,223,9,0.04
"47497",20,318,6,0.02
"47498",20,48,28,0.58
"47499",20,448,90,0.2
"47500",20,940,9,0.01
"47501",20,92,170,1.85
"47502",20,33,17,0.52
"47503",20,207,3,0.01
"47504",20,62,7,0.11
"47505",20,185,4,0.02
"47506",20,62,27,0.44
"47507",20,1207,15,0.01
"47508",20,161,6,0.04
"47509",20,278,10,0.04
"47510",20,1395,21,0.02
"47511",20,357,20,0.06
"47512",20,37,68,1.84
"47513",20,2723,37,0.01
"47514",20,101,31,0.31
"47515",20,241,20,0.08
"47516",20,38,27,0.71
"47517",20,23,98,4.26
"47518",20,46,14,0.3
"47519",20,16,5,0.31
"47520",20,17,38,2.24
"47521",20,89,13,0.15
"47522",20,255,1267,4.97
